"station_id","station_name","lat","lat_dir","long","long_dir","altitude","town","province","year","month","day","max_temp","max_temp_time","min_temp","min_temp_time","avg_temp","max_wind","max_wind_direction","max_wind_time","avg_wind","rainfall","sun","max_atmospheric_pressure","max_atmospheric_pressure_hour","min_atmospheric_pressure","min_atmospheric_pressure_hour"
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,20,"","","","","","",NA,"","","2.9","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,21,"","","","","","",NA,"","","Ip","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,22,"","","","","","",NA,"","","8.3","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,23,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,24,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,25,"","","","","","",NA,"","","0.4","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,26,"","","","","","",NA,"","","0.2","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,27,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,28,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,2,29,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,1,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,2,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,3,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,4,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,5,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,6,"","","","","","",NA,"","","21.5","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,7,"","","","","","",NA,"","","14.5","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,8,"","","","","","",NA,"","","0.6","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,9,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,10,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,11,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,12,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,13,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,14,"","","","","","",NA,"","","Ip","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,15,"","","","","","",NA,"","","0.4","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,16,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,17,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,18,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,19,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,20,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,21,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,22,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,23,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,24,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,25,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,26,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,27,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,28,"","","","","","",NA,"","","0.3","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,29,"","","","","","",NA,"","","5.5","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,30,"","","","","","",NA,"","","1.7","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,3,31,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,1,"","","","","","",NA,"","","0.7","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,2,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,3,"","","","","","",NA,"","","Ip","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,4,"","","","","","",NA,"","","2.3","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,5,"","","","","","",NA,"","","0.3","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,6,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,7,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,8,"","","","","","",NA,"","","0","","","","",""
"0200E","BARCELONA, FABRA",NA,NA,NA,NA,412,NA,"BARCELONA",1920,4,9,"","","","","","",NA,"","","Ip","","","","",""
